Name;Rank;Level;Class;Race;Sex;Last Online (Days);Main/Alt;Player Alts;Join Date;Promo Date;Rank History;Birthday;Public Note;Officer Note;Custom Note;Faction
Flextape;Imp;42;Paladin;Human;Female;0.08;;;28 Jul '26;28 Jul '26;Imp: 28 Jul '26;;;Joined: 28 Jul '26 ;;Alliance
Floegel;Imp;55;Mage;Human;Male;220;Main;;28 Nov '25;28 Nov '25;Imp: 28 Nov '25;;Friend of Bemily;Joined: 28 Nov '25;;Alliance
Flordran;Imp;8;Paladin;Dwarf;Male;25;;;04 Jun '26;04 Jun '26;Imp: 04 Jun '26;;;Joined: 04 Jun '26 ;;Alliance
Forttis;Altling;60;Paladin;Human;Male;131;Alt;Cwaniara-WildGrowth(main),Furianin-WildGrowth;26 Nov '25;26 Nov '25;Altling: 26 Nov '25,Imp: 26 Nov '25;;Cwaniara [Alc]/[Herb]300;Joined: 26 Nov '25;;Alliance
Frostyslam;Altling;60;Paladin;Human;Male;5;;;12 Mar '26;02 Apr '26;Altling: 02 Apr '26,Imp: 12 Mar '26;;Sky [Herb]300/[Alc]145;Joined: 12 Mar '26 ;;Alliance
Furianin;Altling;33;Mage;Gnome;Male;131;Alt;Cwaniara-WildGrowth(main),Forttis-WildGrowth;28 Feb '26;30 Feb '26;Altling: 30 Feb '26,Imp: 27 Feb '26;;Cwaniara [TL]150/[Ench]35;Joined: 28 Feb '26 ;;Alliance
Fîrenix;Arch Fiendling;60;Mage;Human;Female;0.46;;;14 Feb '26;25 May '26;Arch Fiendling: 25 May '26,Altling: 25 Apr '26,Imp: 14 Feb '26;;Leganix [Ench]/[TL]300;Joined: 14 Feb '26 ;;Alliance
Gadhar;Void Knight;60;Paladin;Dwarf;Male;57;Main;Alurya-WildGrowth,Garvad-WildGrowth,Singrim-WildGrowth,Valixia-WildGrowth;26 Jan '26;26 Jul '26;Void Knight: 26 Jul '26,Fel Reaver: 01 Mar '26,Imp: 26 Jan '26;;main [Mine]/[BS]300;Joined: 26 Jan '26 ;;Alliance
Galba;Fel Reaver;60;Druid;Night Elf;Male;0.13;Main;Galbahunt-WildGrowth,Galbalock-WildGrowth,Galbamage-WildGrowth,Galbapal-WildGrowth;29 Dec '25;16 Jan '26;Fel Reaver: 16 Jan '26,Imp: 29 Dec '25;;main [Ench]117/[Skin]300;Joined: 29 Dec '25;;Alliance
Galbahunt;Altling;60;Hunter;Night Elf;Male;0.83;Alt;Galba-WildGrowth(main),Galbalock-WildGrowth,Galbamage-WildGrowth,Galbapal-WildGrowth;18 Jan '26;18 Jan '26;Altling: 18 Jan '26,Imp: 18 Jan '26;;Galba;Joined: 18 Jan '26 ;;Alliance
Galbalock;Altling;60;Warlock;Gnome;Male;0.13;Alt;Galba-WildGrowth(main),Galbahunt-WildGrowth,Galbamage-WildGrowth,Galbapal-WildGrowth;04 Apr '26;04 Apr '26;Altling: 04 Apr '26,Imp: 04 Apr '26;;Galba [TL]300/[Ench]12;Joined: 04 Apr '26 ;;Alliance
Galbamage;Altling;60;Mage;Gnome;Male;0.13;Alt;Galba-WildGrowth(main),Galbahunt-WildGrowth,Galbalock-WildGrowth,Galbapal-WildGrowth;04 Apr '26;04 Apr '26;Altling: 04 Apr '26,Imp: 04 Apr '26;;Galba [Eng]300/[Ench]13;Joined: 04 Apr '26 ;;Alliance
Galbapal;Altling;60;Paladin;Human;Male;0.67;Alt;Galba-WildGrowth(main),Galbahunt-WildGrowth,Galbalock-WildGrowth,Galbamage-WildGrowth;08 Jun '26;10 Jun '26;Altling: 10 Jun '26,Imp: 08 Jun '26;;Galba;Joined: 08 Jun '26 ;;Alliance
Garild;Imp;52;Paladin;Human;Male;5;;;19 Jun '26;19 Jun '26;Imp: 19 Jun '26;;;Joined: 19 Jun '26 ;;Alliance
Garryglitter;Fel Reaver;60;Hunter;Night Elf;Male;4;Alt;Lilmilkman-WildGrowth(main);23 Nov '25;23 Nov '25;Fel Reaver: 23 Nov '25,Imp: 23 Nov '25;;Stevie Wonder [LW]183/[Skin]184;Joined: 23 Nov '25;;Alliance
Garvad;Altling;60;Hunter;Dwarf;Male;57;Alt;Alurya-WildGrowth,Gadhar-WildGrowth(main),Singrim-WildGrowth,Valixia-WildGrowth;17 Feb '26;17 Feb '26;Altling: 17 Feb '26,Imp: 17 Feb '26;;Gadhar [LW]/[Skin]300;Joined: 17 Feb '26 ;;Alliance
Gekiix;Imp;60;Hunter;Dwarf;Male;11;Main;;27 Nov '25;16 Jan '26;Imp: 16 Jan '26,Fel Reaver: 27 Nov '25,Imp: 27 Nov '25;;main [Mine]130/[Eng]217;Joined: 27 Nov '25;;Alliance
Georgeington;Altling;60;Warrior;Dwarf;Male;0.46;Alt;Destrella-WildGrowth(main),Voidgorge-WildGrowth,Waldalo-WildGrowth;25 May '26;02 Jun '26;Altling: 02 Jun '26,Imp: 25 May '26;;Destrella [Alc]300/[BS]182;Joined: 25 May '26 ;;Alliance
Girkasse;Imp;1;Druid;Night Elf;Male;6;;;05 Mar '26;05 Mar '26;Imp: 05 Mar '26;;;Joined: 05 Mar '26 ;;Alliance
Girklass;Altling;1;Druid;Night Elf;Male;5;;;05 Mar '26;25 Jul '26;Altling: 25 Jul '26,Imp: 05 Mar '26;;;Joined: 05 Mar '26 ;;Alliance
Gnorumbras;Altling;60;Mage;Gnome;Male;0.5;Alt;Arconteg-WildGrowth,Arkcorn-WildGrowth,Bearlins-WildGrowth,Bladecorn-WildGrowth,Dastyrlock-WildGrowth,Elkho-WildGrowth,Resticlothy-WildGrowth,Spycorn-WildGrowth(main),Tankone-WildGrowth;20 Nov '25;20 Nov '25;Altling: 20 Nov '25,Altling: 21 Nov '25,Altling: 20 Nov '25,Imp: 20 Nov '25;;Spycorn  Elixir master 300;Joined: 20 Nov '25;;Alliance
Goauld;Altling;60;Druid;Night Elf;Female;0.92;Alt;Clauddiejr-WildGrowth,Claudiea-WildGrowth,Claudini-WildGrowth(main),Clodette-WildGrowth,Clozy-WildGrowth,Exodini-WildGrowth,Gogordito-WildGrowth;23 Mar '26;23 Mar '26;Altling: 23 Mar '26,Imp: 31 Mar '26;;Clauddie;Joined: 23 Mar '26;;Alliance
Gogogr;Void Knight;60;Warlock;Gnome;Male;0.75;Main;Hanabí-WildGrowth,Rímuru-WildGrowth;23 Nov '25;05 Dec '25;Void Knight: 05 Dec '25,Fel Reaver: 24 Nov '25,Imp: 23 Nov '25;;main [Ench]/[TL]300;Joined: 23 Nov '25;;Alliance
Gogordito;Altling;5;Paladin;Dwarf;Male;0.92;Alt;Clauddiejr-WildGrowth,Claudiea-WildGrowth,Claudini-WildGrowth(main),Clodette-WildGrowth,Clozy-WildGrowth,Exodini-WildGrowth,Goauld-WildGrowth;14 Feb '26;01 Mar '26;Altling: 01 Mar '26,Imp: 14 Feb '26;;Claudini;Joined: 14 Feb '26 ;;Alliance
Goldendawnx;Fel Reaver;60;Paladin;Human;Female;2;Main;Goldenmage-WildGrowth,Vagabondx-WildGrowth;20 Nov '25;20 Nov '25;Fel Reaver: 20 Nov '25,Imp: 20 Nov '25;;main [Eng]/[Mine]300;Joined: 20 Nov '25;;Alliance
Goldenmage;Altling;60;Mage;Human;Male;25;Alt;Goldendawnx-WildGrowth(main),Vagabondx-WildGrowth;11 Dec '25;12 Dec '25;Altling: 12 Dec '25,Imp: 11 Dec '25;;Goldendawnx;Joined: 11 Dec '25;;Alliance
Grannyhelp;Altling;10;Warlock;Gnome;Female;5;;;05 Mar '26;25 Jul '26;Altling: 25 Jul '26,Imp: 05 Mar '26;;;Joined: 05 Mar '26 ;;Alliance
Greedygob;Imp;10;Warlock;Gnome;Male;54;;;05 Mar '26;05 Mar '26;Imp: 05 Mar '26;;;Joined: 05 Mar '26 ;;Alliance
Grimmnok;Altling;60;Paladin;Dwarf;Male;3;Alt;Angebode-WildGrowth,Auslag-WildGrowth,Bedem-WildGrowth,Beeowulf-WildGrowth,Brunhiilde-WildGrowth,Heahmòund-WildGrowth,Heahmùnd-WildGrowth,Impurrfect-WildGrowth,Laclau-WildGrowth(main),Shortcomings-WildGrowth,Shortcumming-WildGrowth;04 May '26;10 May '26;Altling: 10 May '26,Imp: 04 May '26;;Laclau [Mine]277;Joined: 04 May '26 ;;Alliance
Gruffee;Altling;60;Paladin;Human;Male;69;Alt;Dorant-WildGrowth(main),Pellinore-WildGrowth,Slugger-WildGrowth;29 Dec '25;08 Mar '26;Altling: 08 Mar '26,Imp: 29 Dec '25;;Dorant [Herb]/[Alc]300;Joined: 29 Dec '25;;Alliance
Guildbooster;Altling;25;Paladin;Human;Male;27;;;01 Jul '26;01 Jul '26;Altling: 01 Jul '26,Imp: 01 Jul '26;;Olìver and benji?;Joined: 01 Jul '26 ;;Alliance
Gulantik;Imp;60;Druid;Night Elf;Male;35;;;10 Jun '26;10 Jun '26;Imp: 10 Jun '26;; [Herb]163/[Alc]150;Joined: 10 Jun '26 ;;Alliance
Gummibärle;Altling;55;Druid;Night Elf;Female;65;Alt;Messender-WildGrowth(main);03 May '26;03 May '26;Altling: 03 May '26,Imp: 03 May '26;;Messender [Alc]201/[Herb]196;Joined: 03 May '26 ;;Alliance
Gurgemsma;Imp;55;Warrior;Human;Male;220;Main;;28 Nov '25;28 Nov '25;Imp: 28 Nov '25;;Friend of Bemily;Joined: 28 Nov '25;;Alliance
Gólftuska;Imp;28;Mage;Human;Female;24;;;19 May '26;19 May '26;Imp: 19 May '26;;;Joined: 19 May '26 ;;Alliance
Haageen;Imp;60;Paladin;Human;Male;47;;;13 Feb '26;13 Feb '26;Imp: 13 Feb '26;; [Mine]288/[BS]263;Joined: 13 Feb '26 ;;Alliance
Hagebutte;Altling;48;Paladin;Human;Female;150;Alt;Brennessel-WildGrowth,Fenchel-WildGrowth(main),Liebstöckel-WildGrowth;14 Feb '26;14 Feb '26;Altling: 14 Feb '26,Imp: 14 Feb '26;;Fenchel [Mine]183/[BS]195;Joined: 14 Feb '26 ;;Alliance
Halløw;Imp;60;Priest;Human;Female;31;;;30 Jun '26;30 Jun '26;Imp: 30 Jun '26;;main [Herb]300/[TL]285;Joined: 30 Jun '26;;Alliance
Halory;Altling;60;Paladin;Human;Female;0.75;Alt;Arysora-WildGrowth,Bamryso-WildGrowth,Dalyzia-WildGrowth,Mipy-WildGrowth(main),Zalysa-WildGrowth;14 Dec '25;11 Jun '26;Altling: 11 Jun '26,Fel Reaver: 15 Dec '25,Imp: 14 Dec '25;;Mipy                           ;Joined: 14 Dec '25;;Alliance
Hanabí;Altling;60;Priest;Dwarf;Female;0.75;Alt;Gogogr-WildGrowth(main),Rímuru-WildGrowth;20 Nov '25;21 Nov '25;Altling: 21 Nov '25,Imp: 21 Nov '25,Imp: 21 Nov '25,Imp: 20 Nov '25;;Gogogr / Heal Priest [Alch] 300;Joined: 20 Nov '25;;Alliance
Hasslehoff;Fel Reaver;60;Paladin;Human;Male;240;Main;;04 Dec '25;10 May '26;Fel Reaver: 10 May '26,Void Knight: 04 Dec '25,Imp: 04 Dec '25;;main [Mine]/[BS]300;Joined: 04 Dec '25;;Alliance
Hastalavista;Arch Fiendling;60;Paladin;Human;Female;0.46;Alt;Apollousa-WildGrowth(main),Bellerophon-WildGrowth,Cahir-WildGrowth,Illmindofapo-WildGrowth,Incorporeal-WildGrowth,Monotone-WildGrowth,Papagandhi-WildGrowth,Ratatat-WildGrowth;29 Nov '25;30 Nov '25;Arch Fiendling: 30 Nov '25,Imp: 29 Nov '25;;pAppaTwist [Alc]/[Eng]300;Joined: 29 Nov '25;;Alliance
Hazelhunter;Imp;15;Hunter;Night Elf;Female;125;;;26 Dec '25;26 Dec '25;Imp: 26 Dec '25;;Healrond's kid 1;Joined: 26 Dec '25;;Alliance
Heahmòund;Altling;60;Paladin;Human;Male;3;Alt;Angebode-WildGrowth,Auslag-WildGrowth,Bedem-WildGrowth,Beeowulf-WildGrowth,Brunhiilde-WildGrowth,Grimmnok-WildGrowth,Heahmùnd-WildGrowth,Impurrfect-WildGrowth,Laclau-WildGrowth(main),Shortcomings-WildGrowth,Shortcumming-WildGrowth;17 Dec '25;20 Dec '25;Altling: 20 Dec '25,Imp: 17 Dec '25;;Laclau [Mine]/[Skin]300;Joined: 17 Dec '25;;Alliance
Heahmùnd;Altling;60;Paladin;Human;Male;6;Alt;Angebode-WildGrowth,Auslag-WildGrowth,Bedem-WildGrowth,Beeowulf-WildGrowth,Brunhiilde-WildGrowth,Grimmnok-WildGrowth,Heahmòund-WildGrowth,Impurrfect-WildGrowth,Laclau-WildGrowth(main),Shortcomings-WildGrowth,Shortcumming-WildGrowth;04 Dec '25;24 Dec '25;Altling: 24 Dec '25,Imp: 04 Dec '25;;Laclau [Herb]/[Mine]300;Joined: 04 Dec '25;;Alliance
Healingrage;Imp;60;Priest;Human;Male;26;Main;Xslicer-WildGrowth;01 Jul '26;01 Jul '26;Imp: 01 Jul '26;;main, tailor (1095);Joined: 01 Jul '26 ;;Alliance
Healrond;Arch Fiend;60;Priest;Night Elf;Male;0.04;Main;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Eviscerond-WildGrowth,Faraheal-WildGrowth,Irvdruid-WildGrowth,Irvh-WildGrowth,Irvmend-WildGrowth,Irvpal-WildGrowth,Mayhempots-WildGrowth,Meanrond-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;20 Nov '25;20 Nov '25;Arch Fiend: 20 Nov '25,Arch Fiendling: 21 Nov '25,Void Knight: 21 Nov '25,Imp: 20 Nov '25;;Sir Heal of the Rond Table;Joined: 20 Nov '25 ;;Alliance
Healumbras;Imp;22;Mage;Gnome;Male;0.42;;;29 Jul '26;29 Jul '26;Imp: 29 Jul '26;;spycorn healer mage;Joined: 29 Jul '26 ;;Alliance
Heidreks;Imp;60;Paladin;Human;Female;2;;;14 Jun '26;14 Jun '26;Imp: 14 Jun '26;; [TL]181/[Ench]136;Joined: 14 Jun '26 ;;Alliance
Helnah;Fel Reaver;60;Warlock;Gnome;Female;31;Main;Kaesa-WildGrowth;29 Apr '26;02 Jun '26;Fel Reaver: 02 Jun '26,Imp: 28 Apr '26;;main [Alc]/[Herb]300;Joined: 29 Apr '26;;Alliance
Herexi;Altling;60;Warlock;Gnome;Female;0.54;Main;Karcina-WildGrowth;22 Jun '26;22 Jun '26;Altling: 22 Jun '26,Imp: 22 Jun '26;;hi im jon [Ench]/[Skin]300;Joined: 22 Jun '26 ;;Alliance
Hideseek;Altling;44;Rogue;Gnome;Female;47;;;01 May '26;03 May '26;Altling: 03 May '26,Imp: 01 May '26;;Omize alt;Joined: 01 May '26 ;;Alliance
Hikí;Altling;60;Mage;Human;Female;0.67;Alt;Hikífune-WildGrowth,Híkí-WildGrowth(main),Ysmirr-WildGrowth;11 Jul '26;11 Jul '26;Altling: 11 Jul '26,Imp: 11 Jul '26;; [Alc]/[Herb]300;Joined: 11 Jul '26 ;;Alliance
Hikífune;Altling;25;Hunter;Night Elf;Female;3;Alt;Hikí-WildGrowth,Híkí-WildGrowth(main),Ysmirr-WildGrowth;04 Jul '26;04 Jul '26;Altling: 04 Jul '26,Imp: 04 Jul '26;;Hiki [LW]125/[Eng]151;Joined: 04 Jul '26 ;;Alliance
Hofferlight;Imp;60;Paladin;Human;Male;5;Main;;26 Mar '26;26 Mar '26;Imp: 26 Mar '26;; [Mine]/[Skin]300;Joined: 26 Mar '26;;Alliance
Hollymolle;Altling;60;Paladin;Human;Female;22;Alt;Belove-WildGrowth(main),Lanadelprey-WildGrowth,Lubowa-WildGrowth,Merylsheep-WildGrowth,Tentacleport-WildGrowth,Unlockyou-WildGrowth;02 Feb '26;02 Feb '26;Altling: 02 Feb '26,Imp: 02 Feb '26;;Beloved;Joined: 02 Feb '26 ;;Alliance
Holykjet;Void Knight;60;Priest;Human;Female;149;Main;;15 Feb '26;01 Mar '26;Void Knight: 01 Mar '26,Imp: 15 Feb '26;;main 1301 [Ench]/[TL]300;Joined: 15 Feb '26 ;;Alliance
Holymolycat;Altling;60;Druid;Night Elf;Female;0.88;Alt;Wretch-WildGrowth(main);21 Nov '25;21 Nov '25;Altling: 21 Nov '25;;Needle [Eng]300/[Mine]263;Joined: 21 Nov '25;;Alliance
Holyraqe;Imp;60;Paladin;Human;Female;0.67;;;15 May '26;15 May '26;Imp: 15 May '26;; [Eng]150/[Mine]300;Joined: 15 May '26 ;;Alliance
Holyrayne;Imp;60;Paladin;Human;Female;20;;;23 Apr '26;23 Apr '26;Imp: 23 Apr '26;; [Mine]27/[BS]16;Joined: 23 Apr '26 ;;Alliance
Hophedis;Imp;60;Warlock;Human;Female;132;;;16 Mar '26;16 Mar '26;Imp: 16 Mar '26;; [Skin]/[Herb]300;Joined: 16 Mar '26 ;;Alliance
Horscht;Imp;60;Warrior;Human;Male;39;;;19 Jun '26;19 Jun '26;Imp: 19 Jun '26;;;Joined: 19 Jun '26 ;;Alliance
Huntiri;Imp;60;Hunter;Night Elf;Female;100;Main;;06 Apr '26;06 Apr '26;Imp: 06 Apr '26;;main;Joined: 06 Apr '26 ;;Alliance
Huntter;Altling;60;Hunter;Night Elf;Female;0.04;Alt;Ccw-WildGrowth,Kffc-WildGrowth,Orrp-WildGrowth(main),Priestkw-WildGrowth,Srt-WildGrowth,Trrt-WildGrowth;22 Jun '26;22 Jun '26;Altling: 22 Jun '26,Imp: 22 Jun '26;;Orrp [Mine]/[Eng]300;Joined: 22 Jun '26 ;;Alliance
Hunxm;Altling;60;Hunter;Dwarf;Female;0.67;Alt;Druxm-WildGrowth,Paxm-WildGrowth,Pxm-WildGrowth,Rxm-WildGrowth(main),Unycorn-WildGrowth,Waxm-WildGrowth;13 May '26;02 Jun '26;Altling: 02 Jun '26,Imp: 13 May '26;;Rxm [Ench]48/[Skin]221;Joined: 13 May '26 ;;Alliance
Hunzi;Altling;60;Hunter;Night Elf;Female;0.54;Alt;Alynel-WildGrowth(main),Avelira-WildGrowth,Talany-WildGrowth,Zimgar-WildGrowth;23 Mar '26;25 Mar '26;Altling: 25 Mar '26,Imp: 23 Mar '26;;Alynel Zi [Herb]/[Skin]300;Joined: 23 Mar '26 ;;Alliance
Huresz;Imp;51;Hunter;Dwarf;Female;103;;;19 Apr '26;19 Apr '26;Imp: 19 Apr '26;; [Skin]300/[LW]265;Joined: 19 Apr '26 ;;Alliance
Husca;Imp;60;Paladin;Human;Female;0.71;;;21 May '26;21 May '26;Imp: 21 May '26;; [BS]286/[Mine]300;Joined: 21 May '26 ;;Alliance
Híki;Altling;60;Hunter;Night Elf;Female;3;;;21 Jul '26;26 Jul '26;Altling: 26 Jul '26,Imp: 21 Jul '26;;Hiki [Eng]251/[LW]250;Joined: 21 Jul '26 ;;Alliance
Híkí;Fel Reaver;60;Warlock;Human;Female;0.79;Main;Hikí-WildGrowth,Hikífune-WildGrowth,Ysmirr-WildGrowth;21 Jun '26;13 Jul '26;Fel Reaver: 13 Jul '26,Imp: 21 Jun '26;; [Ench]/[TL]300;Joined: 21 Jun '26;;Alliance
Ibuki;Imp;60;Hunter;Night Elf;Female;2;;;28 Jul '26;28 Jul '26;Imp: 28 Jul '26;; [LW]259/[Eng]300;Joined: 28 Jul '26 ;;Alliance
Iiliria;Fel Reaver;60;Warrior;Human;Female;170;Main;Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;03 Dec '25;12 Dec '25;Fel Reaver: 12 Dec '25,Imp: 12 Dec '25,Altling: 03 Dec '25,Imp: 03 Dec '25;;main Brother Shapie;Joined: 03 Dec '25;;Alliance
Iiliriia;Altling;60;Mage;Human;Female;170;Alt;Iiliria-WildGrowth(main),Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;27 Nov '25;12 Dec '25;Altling: 12 Dec '25,Imp: 27 Nov '25;;Shapie's Master;Joined: 27 Nov '25;;Alliance
Iliiria;Altling;60;Druid;Night Elf;Female;170;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;10 Jan '26;10 Jan '26;Altling: 10 Jan '26,Imp: 10 Jan '26;; [Alc]/[LW]300;Joined: 10 Jan '26;;Alliance
Iliiriia;Altling;60;Hunter;Night Elf;Female;170;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;27 Nov '25;12 Dec '25;Altling: 12 Dec '25,Imp: 27 Nov '25;;Bro Shapie [Ench]60/[Skin]300;Joined: 27 Nov '25;;Alliance
Iliri;Altling;47;Warrior;Gnome;Female;79;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;17 Jan '26;01 Feb '26;Altling: 01 Feb '26,Imp: 17 Jan '26;;Iliria;Joined: 17 Jan '26 ;;Alliance
Iliriaa;Altling;56;Druid;Night Elf;Female;176;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;16 Jan '26;16 Jan '26;Altling: 16 Jan '26,Imp: 16 Jan '26;;Iliria;Joined: 16 Jan '26;;Alliance
Ilirii;Altling;44;Paladin;Human;Female;79;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;29 Jan '26;01 Feb '26;Altling: 01 Feb '26,Imp: 29 Jan '26;;Iliria;Joined: 29 Jan '26 ;;Alliance
Iliriia;Altling;60;Paladin;Human;Female;170;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;06 Dec '25;12 Dec '25;Altling: 12 Dec '25,Imp: 06 Dec '25;;Iliria;Joined: 06 Dec '25;;Alliance
Illiirii;Altling;44;Rogue;Night Elf;Female;79;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiri-WildGrowth,Illiriia-WildGrowth;29 Jan '26;01 Feb '26;Altling: 01 Feb '26,Imp: 29 Jan '26;;Iliria;Joined: 29 Jan '26 ;;Alliance
Illiri;Altling;60;Warlock;Human;Female;170;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiriia-WildGrowth;18 Dec '25;19 Dec '25;Altling: 19 Dec '25,Imp: 18 Dec '25;;Iliria;Joined: 18 Dec '25;;Alliance
Illiriia;Altling;60;Rogue;Human;Female;169;Alt;Iiliria-WildGrowth(main),Iiliriia-WildGrowth,Iliiria-WildGrowth,Iliiriia-WildGrowth,Iliri-WildGrowth,Iliriaa-WildGrowth,Ilirii-WildGrowth,Iliriia-WildGrowth,Illiirii-WildGrowth,Illiri-WildGrowth;14 Dec '25;15 Dec '25;Altling: 15 Dec '25,Imp: 14 Dec '25;; [Herb]300/[Ench]48;Joined: 14 Dec '25;;Alliance
Illitain;Fel Reaver;60;Paladin;Human;Male;11;Main;;17 Feb '26;01 Mar '26;Fel Reaver: 01 Mar '26,Imp: 17 Feb '26;;Main [Eng]150/[Ench]60;Joined: 17 Feb '26 ;;Alliance
Illmindofapo;Arch Fiendling;10;Paladin;Human;Male;14;Alt;Apollousa-WildGrowth(main),Bellerophon-WildGrowth,Cahir-WildGrowth,Hastalavista-WildGrowth,Incorporeal-WildGrowth,Monotone-WildGrowth,Papagandhi-WildGrowth,Ratatat-WildGrowth;16 Jul '26;16 Jul '26;Arch Fiendling: 16 Jul '26,Imp: 16 Jul '26;;;Joined: 16 Jul '26 ;;Alliance
Implove;Imp;4;Warlock;Human;Female;103;;;19 Apr '26;19 Apr '26;Imp: 19 Apr '26;;;Joined: 19 Apr '26 ;;Alliance
Impurrfect;Altling;50;Druid;Night Elf;Female;3;Alt;Angebode-WildGrowth,Auslag-WildGrowth,Bedem-WildGrowth,Beeowulf-WildGrowth,Brunhiilde-WildGrowth,Grimmnok-WildGrowth,Heahmòund-WildGrowth,Heahmùnd-WildGrowth,Laclau-WildGrowth(main),Shortcomings-WildGrowth,Shortcumming-WildGrowth;12 Jun '26;13 Jul '26;Altling: 13 Jul '26,Imp: 12 Jun '26;;Laclau Feral[Mine]134/[Herb]216;Joined: 12 Jun '26 ;;Alliance
Incorporeal;Arch Fiendling;60;Mage;Gnome;Female;0.46;Alt;Apollousa-WildGrowth(main),Bellerophon-WildGrowth,Cahir-WildGrowth,Hastalavista-WildGrowth,Illmindofapo-WildGrowth,Monotone-WildGrowth,Papagandhi-WildGrowth,Ratatat-WildGrowth;27 Nov '25;27 Nov '25;Arch Fiendling: 27 Nov '25,Imp: 27 Nov '25;;Appa Healz [Eng]/[TL]300;Joined: 27 Nov '25;;Alliance
Indigen;Altling;60;Warlock;Gnome;Female;48;Alt;Dodia-WildGrowth,Pantherhands-WildGrowth,Undia-WildGrowth(main);07 Apr '26;07 Apr '26;Altling: 07 Apr '26,Imp: 07 Apr '26;;Undia;Joined: 07 Apr '26 ;;Alliance
Ineffa;Arch Fiendling;60;Mage;Gnome;Female;0.04;Alt;Akariana-WildGrowth,Aneliana-WildGrowth,Askariana-WildGrowth,Astelia-WildGrowth,Nelle-WildGrowth,Thelisia-WildGrowth,Vinelia-WildGrowth,Wiella-WildGrowth(main);02 Jan '26;05 Mar '26;Arch Fiendling: 05 Mar '26,Altling: 09 Jan '26,Imp: 01 Jan '26;;Wiella [Herb]/[Ench]300;Joined: 02 Jan '26;;Alliance
Irvdruid;Arch Fiendling;60;Druid;Night Elf;Male;2;Alt;Boomrond-WildGrowth,Boromoney-WildGrowth,Carnagebonk-WildGrowth,Divinrond-WildGrowth,Eviscerond-WildGrowth,Faraheal-WildGrowth,Healrond-WildGrowth(main),Irvh-WildGrowth,Irvmend-WildGrowth,Irvpal-WildGrowth,Mayhempots-WildGrowth,Meanrond-WildGrowth,Sarumancer-WildGrowth,Steelrond-WildGrowth,Wyverond-WildGrowth;24 Nov '25;26 Nov '25;Arch Fiendling: 26 Nov '25,Imp: 24 Nov '25;;Rondonoir [Alc]/[Herb]300;Joined: 24 Nov '25;;Alliance
